,name,author,numberOfPages,price
5529,Печальный детектив,Виктор Астафьев,512,
5530,Любавины: роман,Василий Шукшин,768,
5531,Последнее лето Клингзора: сборник,Герман Гессе,224,
5532,Идиот,Федор Достоевский,640,
5533,Вероника решает умереть,Пауло Коэльо,256,
5534,,,315,
5535,,,480,
5536,Чудесный доктор: рассказы,Александр Куприн,400,
5537,Райские птицы: Дамское счастье. Любовник леди Чаттерли. Унесенные ветром. Том 1. Унесенные ветром. Том 2 (комплект из 4 книг),Дэвид Лоуренс,,
5538,,,320,
5539,Без дороги. В тупике: повести,Викентий Вересаев,352,
5540,Тайна Желтой комнаты. Духи Дамы в черном,Гастон Леру,544,
5541,,,,
5542,Смерть Ивана Ильича. Крейцерова соната. Отец Сергий,Лев Толстой,200,
5543,"Вверх по лестнице, ведущей вниз",Бел Кауфман,352,
5544,Новые времена. Книга вторая,Мазо де ля Рош,352,
5545,Унесенные ветром. Том 1,Маргарет Митчелл,672,
5546,Маленький принц. Планета людей. Цитадель,Антуан де Сент-Экзюпери,704,
5547,,,448,
5548,Уотт,Сэмюэль Беккет,312,
5549,Офицеры и джентльмены,Ивлин Во,416,
5550,,,192,
5551,Собачье сердце. Морфий,Михаил Булгаков,128,
5552,Труженики моря. Роман,Виктор Мари Гюго,544,
5553,1984: роман,Джордж Оруэлл,320,
5554,"Дживс, Вы - гений! : роман",,256,
5555,Железная пята. Люди бездны,Джек Лондон,480,
5556,Малое собрание сочинений,Маркиз де Сад,640,
5557,Идеал,Айн Рэнд,320,
5558,Гостья,Симона де Бовуар,480,
5559,Вечера на хуторе близ Диканьки (иллюстр. А. Лаптева),Николай Гоголь,272,
5560,Mea culpa,Луи-Фердинанд Селин,236,
5561,Собачье сердце,Михаил Булгаков,288,
5562,Полное собрание рассказов,Владимир Набоков,752,
5563,Декамерон. Первый полный русский перевод,Джованни Боккаччо,736,
5564,Мертвое море,Жоржи Амаду,352,
5565,Моя последняя любовь. Философия искушения,Джованни Казанова,576,
5566,Размышления о старости и смерти,Марсель Жуандо,124,
5567,Фейхтвангер.Трилогия (Компл.в 3-х томах)Иудейская война.Сыновья.Настанет день,Лион Фейхтвангер,,
5568,Черный принц: роман,Айрис Мердок,512,
5569,Голый завтрак: роман,Уильям Сьюард Берроуз,320,
5570,,,416,
5571,,,416,
5572,"Клуб самоубийц + тематический блокнот ""Письма к друзьям"" (комплект из 2 книг)",Роберт Льюис Стивенсон,,
5573,Дни в Бирме,Джордж Оруэлл,384,
5574,Коллекционер,Джон Роберт Фаулз,400,
5575,Книжный вор,Маркус Зусак,608,
5576,Унесенные ветром. Том 2,Маргарет Митчелл,768,
5577,В высших сферах,Артур Хейли,544,
5578,Звездная бабочка,Бернар Вербер,320,
5579,Ленинградская зима,Василий Ардаматский,416,
5580,Позолоченная луна,Джой Джордан-Лейк,448,
5581,,,528,
5582,Над кукушкиным гнездом. Кошкина пижама. Капитанская дочка. Доктор Живаго. Айвенго. Лунный камень (комплект из 6 книг),Кен Кизи,,
5583,Граф Калиостро,Алексей Толстой,288,
5584,Оплот,Теодор Драйзер,384,
5585,Подросток,Федор Достоевский,608,
5586,Милый друг : [роман],Ги де Мопассан,320,
5587,Записки покойника.(Театральный роман).Мастер и Маргарита,Михаил Булгаков,544,
5588,Лекарство от меланхолии,Рэй Брэдбери,320,
5589,Алиса в Стране чудес,Льюис Кэрролл,236,
5590,Неведомому Богу. В битве с исходом сомнительным,Джон Стейнбек,608,
5591,Ветер сулит бурю,Уолтер Мэккин,440,
5592,На дороге,Джек Керуак,384,
5593,Девять рассказов,Джером Сэлинджер,288,
5594,Куколка,Джон Роберт Фаулз,464,
5595,,,448,
5596,Собака Баскервилей,Артур Дойл,224,
5597,Унесенные ветром. Том I,Маргарет Митчелл,640,
5598,,,152,
5599,Смерть сердца,Элизабет Боуэн,512,
